Manufacturer,Model,Price,Transmission,Power,Engine CC,Total,Manufacturer_le,Model_freq,Fuel_automatic,Fuel_diesel,Fuel_petrol
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,2688,3,26,0,0,1
Fiat,Cinquecento,7.712,5.0,29.0,899.0,2674,16,20,0,0,1
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,2655,32,20,0,0,1
Fiat,Qubo,16.695,5.0,54.0,1360.0,2628,16,4,0,0,1
Volvo,C30,32.4898913,5.304347826,113.2826087,2093.021739,2562,51,9,0,0,1
Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,2472,19,20,0,0,1
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,2472,46,18,0,0,1
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,2457,51,20,0,0,1
Lexus,GS,78.47722222,0.888888889,224.7777778,3196.555556,2452,25,6,0,0,1
Peugeot,2008,28.87894737,6.736842105,89.26315789,1262.157895,2431,36,1,0,0,1
Volvo,S70,36.90769355,4.5,126.1451613,2344.0,2398,51,16,0,0,1
Toyota,GT86,59.7575,6.0,147.0,1998.0,2378,48,1,0,0,1
Nissan,Murano,87.487,0.0,188.0,3498.0,2332,34,8,0,0,1
Volkswagen,Caddy,24.75629032,5.709677419,81.74193548,1735.580645,2324,50,3,0,1,0
Peugeot,4007,42.93428571,3.857142857,122.1428571,2308.285714,2319,36,5,0,0,1
Mercedes,GLK,59.05425,6.75,144.375,2417.875,2286,30,6,0,1,0
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,2233,48,20,0,0,1
Dodge,Nitro,47.881,5.111111111,141.4444444,3106.666667,2227,14,6,0,1,0
Chrysler,Sebring,37.471875,5.5,114.5,2167.5,2212,7,5,0,0,1
Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,2201,21,15,0,0,1
Hyundai,Veloster,27.9925,5.5,103.0,1591.0,2179,19,2,0,0,1
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,2177,34,20,0,1,0
Peugeot,Expert,21.65952381,5.761904762,90.85714286,1809.714286,2159,36,4,0,1,0
Audi,R8,226.3833333,6.5,368.6666667,4857.0,2127,3,5,0,0,1
Renault,Wind,22.49,5.0,80.0,1261.25,2060,38,3,0,0,1
Skoda,Rapid,20.659,5.633333333,73.0,1284.8,2041,42,1,0,0,1
Aston-Martin,DB7,158.823,4.5,250.0,3228.0,2031,2,14,0,0,1
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,2030,50,20,0,0,1
Toyota,Supra,81.295,8.0,250.0,2998.0,2010,48,20,0,0,1
Fiat,Marea,20.1241875,4.875,79.875,1836.875,1969,16,17,0,0,1
Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,1963,34,20,0,0,1
Mercedes,Vaneo,28.96891667,5.0,72.625,1707.125,1947,30,11,0,0,1
Porsche,Panamera,173.506625,8.0,329.0,3307.25,1939,37,2,0,0,1
Daihatsu,Copen,23.8115,5.0,64.0,1298.0,1922,11,8,0,0,1
Honda,Logo,13.382,2.5,48.0,1343.0,1905,18,14,0,0,1
Ford,Explorer,76.71,0.0,336.0,0.0,1895,17,17,0,0,1
Mini,Paceman,37.72247826,6.0,104.2173913,1684.304348,1888,31,1,0,0,1
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,1853,30,24,0,1,0
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,1817,51,20,0,0,1
Lexus,RX,88.46428571,0.0,230.0,3456.0,1806,25,8,0,0,1
Mazda,Tribute,38.025,4.5,129.5,2614.0,1798,29,11,0,0,1
BMW,M135i,57.97,7.0,225.0,1998.0,1782,4,1,0,0,1
Honda,Shuttle,30.081,4.0,110.0,2254.0,1753,18,20,0,0,1
Renault,Trafic,37.04635294,6.0,91.44117647,1773.823529,1740,38,4,0,1,0
Dodge,Journey,37.773,5.555555556,114.0,2184.0,1716,14,4,0,1,0
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,1705,24,40,0,1,0
Volkswagen,Phaeton,146.2746154,5.769230769,234.8461538,4089.923077,1682,50,6,0,0,1
Subaru,Justy,11.745,5.0,51.0,998.0,1679,45,20,0,0,1
Chevrolet,Orlando,33.43590909,5.636363636,108.3636364,1906.181818,1676,6,1,0,1,0
Mercedes,Vito,37.31220238,5.678571429,102.7261905,2118.940476,1675,30,4,0,1,0
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,1665,17,20,0,0,1
Peugeot,Bipper,17.325,5.0,55.0,1360.0,1653,36,3,0,0,1
Nissan,370Z,85.05325,6.5,242.0,3696.0,1511,34,3,0,0,1
Audi,RS6,175.835,7.0,433.5,4493.5,1412,3,6,0,0,1
Mini,John,44.852,6.5,170.0,1998.0,1386,31,1,0,0,1
Toyota,Hilux,46.60136364,6.0,110.0,2393.0,1345,48,12,0,1,0
Honda,Legend,69.397,5.0,173.0,3358.666667,1334,18,20,0,0,1
Lexus,RX,88.46428571,0.0,230.0,3456.0,1314,25,8,0,0,1
Mazda,MX-3,22.127,5.0,83.0,1721.5,1266,29,20,0,0,1
Maserati,GranCabrio,245.168,6.0,338.0,4691.0,1264,28,3,0,0,1
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,1261,17,20,0,0,1
Ssangyong,Rodius,57.59,5.428571429,121.0,1998.0,1261,44,4,0,1,0
Ford,Mustang,74.609,3.2,239.2,3640.2,1242,17,7,0,0,1
Mazda,121,13.191,5.0,51.33333333,1431.333333,1189,29,20,0,0,1
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,1175,3,20,0,0,1
Nissan,Leaf,34.14,0.0,110.0,320.0,1157,34,1,1,0,0
Honda,Integra,17.5296,4.6,78.4,1549.8,1142,18,20,0,0,1
Porsche,Carrera,646.605,6.0,450.0,5733.0,1108,37,20,0,0,1
Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,1106,16,15,0,1,0
Opel,Zafira,35.27,6.0,112.0714286,1574.428571,1104,35,11,0,0,1
Nissan,GT-R,177.5,6.0,419.0,3799.0,1082,34,4,0,0,1
Citroen,DS5,42.55733333,6.0,123.2666667,1832.333333,1081,8,1,0,1,0
Ssangyong,Korando,37.904,6.0,116.08,1998.0,1080,44,1,0,1,0
Peugeot,309,14.350125,4.875,59.5,1642.875,1056,36,20,0,0,1
Audi,100,37.32636,4.76,101.12,2349.08,1037,3,20,0,0,1
Subaru,XV,39.721,0.0,91.75,1698.75,1034,45,1,0,0,1
Audi,Quattro,61.235,5.0,147.0,2144.0,1027,3,15,0,0,1
Ford,Probe,24.84,5.0,102.0,2244.0,1014,17,20,0,0,1
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,1273125,17,16,0,0,1
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,1198637,17,20,0,0,1
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,824931,50,20,0,0,1
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,608272,38,20,0,0,1
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,550977,4,20,0,0,1
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,534808,50,20,0,0,1
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,495435,36,16,0,0,1
Ford,Mondeo,39.97375,1.75,130.25,1998.5,484228,17,20,0,0,1
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,443983,34,20,0,0,1
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,420978,38,18,0,0,1
Ford,Ka+,15.46,5.0,60.8,1196.0,412560,17,18,0,0,1
Honda,Civic,29.942625,4.5,106.225,1480.575,402209,18,20,0,0,1
Toyota,Yaris,20.7206,3.52,74.4,1397.8,358624,48,15,0,0,1
Mercedes,CLA,46.5274,7.04,131.6,1596.92,284960,30,33,0,0,1
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,276242,50,20,0,0,1
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,272157,3,19,0,0,1
Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,269772,36,13,0,0,1
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,265774,8,16,0,0,1
Peugeot,207,21.70216667,4.9,79.76666667,1536.0,241501,36,8,0,0,1
Honda,Jazz,26.3525,0.0,80.0,1498.0,238243,18,12,0,0,1
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,232858,3,17,0,0,1
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,196677,48,20,0,0,1
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,193320,42,14,0,0,1
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,182301,24,16,0,1,0
Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,172236,8,12,0,0,1
BMW,118i,37.4265,6.2,104.2,1796.6,169590,4,10,0,0,1
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,168970,48,16,0,0,1
BMW,535i,93.71425,8.0,225.0,2979.0,166883,4,20,0,0,1
Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,152064,24,20,0,1,0
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,151720,38,11,0,1,0
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,150215,30,20,0,0,1
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,148234,34,19,0,0,1
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,144151,41,20,0,0,1
Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,137125,42,16,0,0,1
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,128418,30,16,0,0,1
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,126471,24,40,0,1,0
Saab,9-3X,49.28583333,6.0,145.0,1963.666667,124892,40,16,0,0,1
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,121077,48,20,0,0,1
Citroen,C4,29.26025,5.95,90.625,1462.3625,113825,8,9,0,0,1
Peugeot,306,18.64264,4.84,67.0,1698.64,108298,36,20,0,0,1
Fiat,500L,26.29166667,5.6,74.73333333,1186.333333,106655,16,6,0,1,0
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,105599,38,20,0,1,0
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,104304,18,20,0,0,1
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,103520,36,20,0,0,1
Nissan,Qashqai+2,34.93603125,5.25,97.71875,1820.65625,102098,34,7,0,1,0
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,99778,3,19,0,1,0
Jaguar,XE,65.56875,8.0,167.25,1998.0,99721,20,13,0,0,1
Peugeot,107,11.14333333,5.0,50.0,998.0,97048,36,9,0,0,1
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,95825,8,18,0,0,1
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,95173,17,12,0,0,1
Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,94077,17,19,0,1,0
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,94012,29,20,0,0,1
Kia,Picanto,16.59192308,5.0,52.84615385,998.0,93545,21,10,0,0,1
Toyota,Aygo,15.20916667,5.0,53.0,998.0,92708,48,9,0,0,1
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,92267,41,14,0,0,1
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,91737,29,12,0,0,1
Nissan,Note,19.31857143,5.0,66.42857143,1348.285714,88598,34,8,0,1,0
Hyundai,I10,16.011,5.0,51.77777778,998.0,85860,19,6,0,0,1
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,85317,46,20,0,0,1
Mazda,3,30.99513158,5.789473684,101.8947368,1905.631579,85221,29,10,0,0,1
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,83573,3,15,0,0,1
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,80758,51,17,0,1,0
Citroen,C1,13.48615385,5.0,52.38461538,1028.923077,79659,8,9,0,0,1
Peugeot,308,32.33086957,5.891304348,103.1086957,1482.5,78604,36,7,0,0,1
Mazda,2,21.6,6.0,64.625,1496.0,76860,29,11,0,0,1
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,76854,36,18,0,0,1
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,74835,16,20,0,0,1
Toyota,Auris,26.97346154,3.076923077,85.69230769,1515.282051,69544,48,7,0,0,1
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,69156,34,20,0,0,1
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,67683,50,20,0,0,1
Rover,75,39.35238095,5.0,98.04761905,1928.714286,65687,39,15,0,0,1
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,65615,17,20,0,0,1
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,65055,50,11,0,1,0
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,64939,46,20,0,0,1
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,62671,51,18,0,0,1
BMW,X5,113.2693333,8.0,246.3333333,2994.666667,61367,4,13,0,1,0
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,60390,30,16,0,0,1
Hyundai,Getz,13.63642857,4.714285714,69.0,1424.857143,60191,19,12,0,0,1
Kia,Rio,22.95871429,6.285714286,80.0,998.0,59421,21,13,0,0,1
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,58436,34,12,0,1,0
Citroen,Berlingo,27.4386,6.34,85.28,1452.0,54639,8,15,0,1,0
Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,53714,36,10,0,1,0
Citroen,C2,15.14,5.0,64.0,1382.75,53044,8,11,0,0,1
Ford,C-MAX,32.1815,6.0,99.0,1448.6,52348,17,7,0,0,1
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,51401,30,17,0,0,1
Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,50451,30,15,0,1,0
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,49760,32,20,0,0,1
Kia,Ceed,26.97522727,5.863636364,88.09090909,1460.795455,47530,21,7,0,0,1
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,46554,20,15,0,0,1
Suzuki,Alto,9.5628,4.6,50.0,996.0,45570,46,20,0,0,1
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,45321,8,13,0,1,0
Ford,S-MAX,47.52333333,6.0,128.8888889,1886.555556,44627,17,8,0,1,0
Rover,2000,17.182,5.0,74.0,1994.0,44277,39,31,0,0,1
Hyundai,I20,21.847,6.090909091,70.72727273,1052.272727,42796,19,5,0,0,1
Rover,45,23.322,3.75,84.2,1853.9,42748,39,14,0,0,1
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,41813,51,18,0,0,1
Hyundai,I30,28.60918919,5.945945946,100.5945946,1387.621622,41693,19,7,0,0,1
Volvo,V50,36.52419118,5.176470588,113.3529412,2106.5,41399,51,10,0,0,1
Toyota,Prius,33.798,0.0,96.0,1797.4,40373,48,10,0,0,1
Kia,Sportage,43.97,6.6,115.3,1634.2,40224,21,18,0,1,0
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,39616,50,15,0,0,1
Jaguar,XF,78.74625,8.0,176.25,1997.0,39203,20,6,0,1,0
Volvo,XC90,85.82946154,8.0,213.1538462,1969.0,38777,51,11,0,0,1
Subaru,Impreza,30.5976,1.8,97.6,1757.6,38224,45,20,0,0,1
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,37648,40,16,0,0,1
Nissan,Juke,28.23090909,6.454545455,86.0,999.0,37282,34,4,0,0,1
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,37051,48,20,0,0,1
Ford,Kuga,38.7525,0.0,165.0,2488.0,36833,17,6,0,0,1
Jaguar,XJ,137.5695455,8.0,223.5454545,2813.0,36713,20,20,0,0,1
MG,ZR,21.02333333,5.0,92.33333333,1729.333333,35891,27,13,0,0,1
Audi,A5,59.43242424,7.0,150.4545455,1981.818182,35126,3,7,0,0,1
BMW,X3,76.5922,8.0,184.0,2396.4,35033,4,10,0,0,1
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,34900,50,18,0,1,0
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,34267,37,20,0,0,1
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,33812,29,20,0,0,1
Ford,Puma,30.3775,6.3125,94.0625,935.625,33159,17,17,0,0,1
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,32701,7,16,0,1,0
Volvo,S60,52.085,8.0,223.8333333,1969.0,32465,51,13,0,0,1
Smart,Fortwo,19.9680625,2.8125,55.375,592.5625,32018,43,9,1,0,0
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,31917,19,13,0,1,0
Mercedes,B,41.38957143,7.285714286,105.7142857,1545.428571,31487,30,9,0,1,0
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,30675,16,12,0,0,1
Audi,A1,27.08277108,6.228915663,86.63855422,1377.566265,30468,3,3,0,0,1
Renault,Modus,17.82333333,4.666666667,70.33333333,1298.666667,30302,38,10,0,0,1
Hyundai,Accent,14.293,4.6,75.4,1479.0,29545,19,19,0,0,1
Volkswagen,Tiguan,44.30857143,6.714285714,108.0,1663.928571,29204,50,6,0,0,1
Suzuki,Wagon,9.8628,5.0,50.0,1090.4,28979,46,16,0,0,1
Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,28738,46,15,0,0,1
Chevrolet,Matiz,9.492272727,4.909090909,40.81818182,850.2727273,28699,6,9,0,0,1
BMW,Z4,64.109625,6.75,202.125,2778.0,28115,4,11,0,0,1
Kia,Sorento,36.01325,6.0,151.6666667,2048.666667,27790,21,11,0,0,1
Porsche,Boxster,83.50125,6.5,213.5,3071.0,27299,37,16,0,0,1
Renault,Espace,59.0,7.0,166.0,1798.0,25120,38,20,0,0,1
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,23836,50,15,0,0,1
Fiat,Seicento,8.17,5.0,40.0,1108.0,23695,16,16,0,0,1
Seat,Altea,27.13,5.768421053,96.05263158,1774.778947,23420,41,10,0,1,0
Volvo,C30,32.4898913,5.304347826,113.2826087,2093.021739,23360,51,9,0,0,1
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,22968,30,19,0,1,0
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,22258,41,17,0,0,1
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,22014,38,14,0,1,0
Suzuki,Ignis,19.45142857,3.571428571,61.0,1197.0,21985,46,13,0,0,1
Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,21088,16,18,0,0,1
Mazda,5,22.12540909,5.5,75.09090909,1622.681818,21055,29,9,0,0,1
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,20713,1,13,0,0,1
Kia,Carens,31.195,6.0,105.875,1755.75,20644,21,13,0,0,1
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,20474,50,20,0,0,1
Toyota,MR2,34.19,6.0,103.0,1794.0,20376,48,20,0,0,1
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,20286,50,20,0,0,1
Subaru,Forester,51.646,0.0,110.0,1995.0,20243,45,16,0,0,1
Citroen,DS3,23.35964286,5.25,81.28571429,1410.357143,20201,8,4,0,0,1
MG,TF,32.09,4.0,98.2,1754.4,19277,27,12,0,0,1
Mercedes,CLA,46.5274,7.04,131.6,1596.92,19268,30,33,0,0,1
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,18899,51,15,0,1,0
Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,18804,36,12,0,1,0
Suzuki,SX4,20.6695,4.75,88.0,1586.0,18525,46,8,0,0,1
Volkswagen,Touareg,94.098125,8.0,190.0,2967.0,18356,50,10,0,1,0
Chrysler,PT,29.88478947,4.736842105,109.1052632,2238.631579,18233,7,14,0,0,1
BMW,740i,115.533,8.0,250.0,2998.0,18193,4,20,0,0,1
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,17832,1,16,0,0,1
Peugeot,3008,40.98307692,7.307692308,114.2692308,1352.576923,17682,36,4,0,0,1
Volkswagen,Fox,12.49833333,5.0,48.66666667,1336.666667,17650,50,8,0,0,1
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,17519,32,20,0,0,1
Skoda,Felicia,11.370625,5.0,48.0,1518.0,17356,42,19,0,0,1
Hyundai,Matrix,18.513,4.6,76.0,1599.0,17292,19,12,0,0,1
BMW,M3,135.1055,6.5,309.0,3999.0,17126,4,19,0,0,1
Toyota,Previa,43.08,4.666666667,105.0,2239.666667,16993,48,20,0,0,1
Audi,A2,23.0525,5.0,55.0,1406.0,16803,3,13,0,0,1
Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,16756,16,12,0,1,0
Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,16637,48,20,0,0,1
BMW,Z3,39.7374,4.6,115.0,2234.4,16578,4,17,0,0,1
Volkswagen,Eos,42.2862,6.0,113.8,1740.0,16403,50,8,0,0,1
Skoda,Superb,39.725,6.8,110.0,1592.0,16387,42,11,0,0,1
Renault,Twingo,14.94,5.2,59.6,958.6,16240,38,6,0,0,1
Audi,Q7,106.5488889,8.0,210.0,2976.333333,16100,3,8,0,1,0
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,16004,51,14,0,0,1
Mercedes,SLS,264.675,7.0,420.0,6208.0,15652,30,19,0,0,1
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,15511,32,18,0,0,1
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,15399,45,20,0,0,1
Audi,Q5,64.50769231,6.846153846,144.2307692,2048.538462,15249,3,5,0,1,0
Toyota,IQ,17.31777778,3.666666667,58.44444444,1152.888889,14714,48,5,0,0,1
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,14707,48,20,0,0,1
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,14675,34,20,0,1,0
Rover,Mini,7.92,4.0,33.33333333,868.3333333,14558,39,20,0,0,1
Hyundai,Tucson,41.59161538,6.461538462,111.3076923,1624.769231,14534,19,10,0,0,1
MG,ZT,42.74666667,5.0,128.5,2548.833333,14048,27,12,0,0,1
Chevrolet,Kalos,14.22409091,4.727272727,64.45454545,1353.363636,13941,6,9,0,0,1
BMW,X1,51.44133333,7.2,123.9333333,1863.133333,13868,4,4,0,1,0
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,13845,32,49,0,0,1
Hyundai,Ix35,38.9,5.84,113.84,1926.0,13692,19,4,0,1,0
MG,ZS,30.99,0.0,105.0,335.0,13649,27,13,1,0,0
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,13598,11,15,0,0,1
Ford,Streetka,26.0,5.0,70.0,1597.0,13337,17,11,0,0,1
Honda,FR-V,33.12857143,5.285714286,103.0,1914.714286,13191,18,9,0,0,1
Skoda,Roomster,20.9225,5.375,68.875,1272.4375,13169,42,7,0,0,1
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,13020,41,16,0,0,1
Chevrolet,Lacetti,18.76285714,4.714285714,80.42857143,1612.928571,12939,6,9,0,0,1
Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,12895,51,11,0,1,0
Skoda,Yeti,30.351,6.3,83.5,1452.3,12572,42,4,0,0,1
Chevrolet,Aveo,18.615,5.2,69.6,1330.4,12496,6,5,0,0,1
Porsche,Cayenne,158.976,8.0,326.0,3295.0,12460,37,11,0,0,1
Nissan,Pixo,9.465666667,4.666666667,50.0,996.0,12300,34,5,0,0,1
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,12222,24,20,0,1,0
Honda,HR-V,32.723,3.6,96.0,1498.0,12213,18,15,0,0,1
Fiat,Multipla,25.2075,5.0,80.5,1753.0,12112,16,14,0,0,1
Mitsubishi,Outlander,37.44666667,2.611111111,120.3333333,2085.055556,12027,32,10,0,0,1
Volkswagen,Up,17.065625,5.125,51.375,999.0,11989,50,2,0,0,1
Peugeot,205,13.11525,4.75,50.875,1430.75,11833,36,20,0,0,1
BMW,640i,114.8758333,8.0,235.0,2979.0,11777,4,20,0,0,1
Suzuki,Splash,13.1466,4.8,55.4,1144.8,11729,46,6,0,0,1
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,11594,10,17,0,0,1
Mercedes,CLC,42.5595,6.166666667,131.6666667,2313.666667,11522,30,6,0,0,1
Daihatsu,Terios,26.19775,4.625,77.0,1495.0,11419,11,16,0,0,1
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,11168,40,20,0,0,1
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,11088,51,20,0,0,1
Smart,City-coupe,13.2053,6.0,35.8,679.0,11026,43,11,0,0,1
Mazda,626,20.7195,4.71875,81.375,1950.90625,10502,29,20,0,0,1
Volvo,940,30.236875,4.5,110.0,2316.0,10499,51,20,0,0,1
Chevrolet,Spark,11.395,5.0,52.5,1047.75,10020,6,4,0,0,1
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,9991,8,20,0,0,1
Suzuki,Liana,18.88233333,4.666666667,74.0,1523.333333,9851,46,12,0,0,1
Audi,A8,116.545,8.0,230.0,2981.0,9787,3,15,0,0,1
Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,9643,16,18,0,0,1
Jaguar,XKR,171.1333333,6.0,375.0,5000.0,9262,20,3,0,0,1
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,9000,8,20,0,0,1
Peugeot,208,22.84857143,6.523809524,73.23809524,1241.857143,8984,36,2,0,0,1
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,8839,41,20,0,0,1
Kia,Venga,23.58666667,5.25,81.16666667,1509.75,8715,21,4,0,0,1
Nissan,Pathfinder,60.9552,5.5,146.0,2588.6,8584,34,9,0,1,0
Bentley,Continental,285.247,7.2,428.2,5577.8,8414,5,10,0,0,1
Citroen,C8,45.59125,5.25,104.1666667,2027.833333,8401,8,11,0,0,1
Peugeot,807,45.76307692,5.307692308,109.0769231,2053.0,8225,36,11,0,1,0
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,8159,30,20,0,0,1
Audi,S3,60.87,6.75,228.0,1984.0,8099,3,14,0,0,1
Smart,Forfour,24.674,0.0,60.0,160.0,8099,43,9,1,0,0
Kia,Soul,33.495,0.0,81.0,285.0,8031,21,5,1,0,0
Alfa-Romeo,159,43.26150943,5.905660377,135.3773585,2276.0,7838,1,7,0,1,0
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,7575,30,20,0,0,1
Chevrolet,Captiva,55.62,6.0,145.75,2460.75,7548,6,6,0,0,1
Chrysler,300C,70.31925,4.5,199.0,4123.5,7323,7,8,0,0,1
Mazda,Demio,14.7754,4.8,51.4,1428.4,7235,29,15,0,0,1
Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,7112,29,14,0,0,1
Hyundai,Trajet,30.352,4.4,99.0,2117.6,7105,19,13,0,0,1
Peugeot,1007,18.657,5.0,59.58333333,1407.333333,7016,36,8,0,0,1
Nissan,350Z,55.4225,6.0,221.0,3498.0,6929,34,10,0,0,1
Honda,S2000,55.25,6.0,177.0,1997.0,6767,18,14,0,0,1
Jaguar,XK,145.6466667,6.0,283.0,5000.0,6688,20,18,0,0,1
